SeqName	Hit-Desc	GO-Group	GO-ID	Term
HMEL025029-PA	golgin-45-like	P	GO:0043001	Golgi to plasma membrane protein transport
HMEL025030-PA	glutaredoxin 3-like	P	GO:0045454	cell redox homeostasis
HMEL025030-PA	glutaredoxin 3-like	F	GO:0009055	electron carrier activity
HMEL025030-PA	glutaredoxin 3-like	F	GO:0015035	protein disulfide oxidoreductase activity
HMEL025030-PA	glutaredoxin 3-like	P	GO:0006118	electron transport
HMEL025031-PA	prefoldin subunit 5	P	GO:0006457	protein folding
HMEL025031-PA	prefoldin subunit 5	C	GO:0016272	prefoldin complex
HMEL025031-PA	prefoldin subunit 5	F	GO:0051082	unfolded protein binding
HMEL025032-PA	homeotic protein proboscipedia	F	GO:0003700	sequence-specific DNA binding transcription factor activity
HMEL025032-PA	homeotic protein proboscipedia	F	GO:0043565	sequence-specific DNA binding
HMEL025032-PA	homeotic protein proboscipedia	C	GO:0005634	nucleus
HMEL025032-PA	homeotic protein proboscipedia	P	GO:0006355	regulation of transcription, DNA-dependent
HMEL025032-PA	homeotic protein proboscipedia	C	GO:0005667	transcription factor complex
HMEL025032-PA	homeotic protein proboscipedia	P	GO:0045449	regulation of transcription, DNA-dependent
HMEL016101-PA	wd-repeat protein	F	GO:0005515	protein binding
HMEL016103-PA	synaptotagmin i isoform a	C	GO:0016020	membrane
HMEL016103-PA	synaptotagmin i isoform a	C	GO:0008021	synaptic vesicle
HMEL016103-PA	synaptotagmin i isoform a	P	GO:0006810	transport
HMEL016103-PA	synaptotagmin i isoform a	F	GO:0005215	transporter activity
HMEL016103-PA	synaptotagmin i isoform a	F	GO:0005515	protein binding
HMEL005765-PA	ras-specific guanine nucleotide-releasing factor 1-like	F	GO:0005089	Rho guanyl-nucleotide exchange factor activity
HMEL005765-PA	ras-specific guanine nucleotide-releasing factor 1-like	F	GO:0005543	phospholipid binding
HMEL005765-PA	ras-specific guanine nucleotide-releasing factor 1-like	C	GO:0005622	intracellular
HMEL005765-PA	ras-specific guanine nucleotide-releasing factor 1-like	P	GO:0035023	regulation of Rho protein signal transduction
HMEL005765-PA	ras-specific guanine nucleotide-releasing factor 1-like	F	GO:0016740	transferase activity
HMEL005765-PA	ras-specific guanine nucleotide-releasing factor 1-like	F	GO:0005515	protein binding
HMEL005765-PA	ras-specific guanine nucleotide-releasing factor 1-like	P	GO:0043087	regulation of GTPase activity
HMEL005472-PA	serine threonine-protein kinase srpk1	P	GO:0006468	protein phosphorylation
HMEL005472-PA	serine threonine-protein kinase srpk1	F	GO:0005524	ATP binding
HMEL005472-PA	serine threonine-protein kinase srpk1	F	GO:0004674	protein serine/threonine kinase activity
HMEL005472-PA	serine threonine-protein kinase srpk1	P	GO:0009069	serine family amino acid metabolic process
HMEL005473-PA	dna replication factor cdt1-like	P	GO:0007304	chorion-containing eggshell formation
HMEL005473-PA	dna replication factor cdt1-like	P	GO:0018991	oviposition
HMEL005473-PA	dna replication factor cdt1-like	F	GO:0005102	receptor binding
HMEL005473-PA	dna replication factor cdt1-like	P	GO:0006261	DNA-dependent DNA replication
HMEL005473-PA	dna replication factor cdt1-like	C	GO:0044427	chromosomal part
HMEL005473-PA	dna replication factor cdt1-like	C	GO:0005576	extracellular region
HMEL005473-PA	dna replication factor cdt1-like	P	GO:0006996	organelle organization
HMEL005473-PA	dna replication factor cdt1-like	P	GO:0022402	cell cycle process
HMEL005473-PA	dna replication factor cdt1-like	P	GO:0007621	negative regulation of female receptivity
HMEL005473-PA	dna replication factor cdt1-like	C	GO:0005634	nucleus
HMEL005473-PA	dna replication factor cdt1-like	P	GO:0007165	signal transduction
HMEL005474-PA	glutathione s-transferase omega 1	C	GO:0005737	cytoplasm
HMEL005474-PA	glutathione s-transferase omega 1	F	GO:0004364	glutathione transferase activity
HMEL005474-PA	glutathione s-transferase omega 1	F	GO:0005515	protein binding
HMEL005474-PA	glutathione s-transferase omega 1	P	GO:0006749	glutathione metabolic process
HMEL005474-PA	glutathione s-transferase omega 1	P	GO:0006803	glutathione conjugation reaction
HMEL005474-PB	glutathione s-transferase omega 1	C	GO:0005737	cytoplasm
HMEL005474-PB	glutathione s-transferase omega 1	F	GO:0004364	glutathione transferase activity
HMEL005474-PB	glutathione s-transferase omega 1	F	GO:0016782	transferase activity, transferring sulfur-containing groups
HMEL005474-PB	glutathione s-transferase omega 1	P	GO:0006749	glutathione metabolic process
HMEL005474-PB	glutathione s-transferase omega 1	F	GO:0004734	pyrimidodiazepine synthase activity
HMEL005474-PB	glutathione s-transferase omega 1	F	GO:0045174	glutathione dehydrogenase (ascorbate) activity
HMEL005474-PB	glutathione s-transferase omega 1	F	GO:0005515	protein binding
HMEL005474-PB	glutathione s-transferase omega 1	P	GO:0006803	glutathione conjugation reaction
HMEL005474-PB	glutathione s-transferase omega 1	P	GO:0006118	electron transport
HMEL005474-PB	glutathione s-transferase omega 1	P	GO:0019852	L-ascorbic acid metabolic process
HMEL005477-PA	lish domain and heat repeat-containing protein kiaa1468 homolog	F	GO:0005488	binding
HMEL005479-PA	transmembrane protein 170a-like	C	GO:0016021	integral to membrane
HMEL005480-PA	nucleolar gtp-binding protein 2-like	P	GO:0006909	phagocytosis
HMEL005480-PA	nucleolar gtp-binding protein 2-like	C	GO:0005730	nucleolus
HMEL005480-PA	nucleolar gtp-binding protein 2-like	P	GO:0001745	compound eye morphogenesis
HMEL005480-PA	nucleolar gtp-binding protein 2-like	P	GO:0042254	ribosome biogenesis
HMEL005480-PA	nucleolar gtp-binding protein 2-like	F	GO:0003924	GTPase activity
HMEL005480-PA	nucleolar gtp-binding protein 2-like	C	GO:0005654	nucleoplasm
HMEL005480-PA	nucleolar gtp-binding protein 2-like	F	GO:0005525	GTP binding
HMEL005481-PA	breast cancer anti-estrogen resistance protein 1-like	F	GO:0005515	protein binding
HMEL005482-PA	upf0439 protein c9orf30-like protein	F	GO:0003682	chromatin binding
HMEL005482-PA	upf0439 protein c9orf30-like protein	C	GO:0000785	chromatin
HMEL005483-PA	n-terminal acetyltransferase a complex catalytic subunit ard1	F	GO:0008080	N-acetyltransferase activity
HMEL005483-PA	n-terminal acetyltransferase a complex catalytic subunit ard1	P	GO:0042967	acyl-carrier-protein biosynthetic process
HMEL005485-PA	btb poz domain-containing protein 3-like	F	GO:0005515	protein binding
HMEL007881-PA	mannan-binding lectin serine protease 1 isoform x2	F	GO:0003824	catalytic activity
HMEL015332-PA	protein couch potato-like	F	GO:0000166	nucleotide binding
HMEL015332-PA	protein couch potato-like	F	GO:0003676	nucleic acid binding
HMEL002483-PA	probable tubulin polyglutamylase ttll1-like	P	GO:0018095	protein polyglutamylation
HMEL002483-PA	probable tubulin polyglutamylase ttll1-like	F	GO:0004835	tubulin-tyrosine ligase activity
HMEL002483-PA	probable tubulin polyglutamylase ttll1-like	P	GO:0006570	tyrosine metabolic process
HMEL002067-PA	atp-binding cassette sub-family a member 3-like	F	GO:0016887	ATPase activity
HMEL002067-PA	atp-binding cassette sub-family a member 3-like	F	GO:0005524	ATP binding
HMEL013593-PA	vesicle-associated membrane protein 2-like	F	GO:0004871	signal transducer activity
HMEL013593-PA	vesicle-associated membrane protein 2-like	C	GO:0016021	integral to membrane
HMEL013593-PA	vesicle-associated membrane protein 2-like	C	GO:0008021	synaptic vesicle
HMEL013593-PA	vesicle-associated membrane protein 2-like	F	GO:0005484	SNAP receptor activity
HMEL013593-PA	vesicle-associated membrane protein 2-like	C	GO:0043195	terminal bouton
HMEL013593-PA	vesicle-associated membrane protein 2-like	P	GO:0007165	signal transduction
HMEL013593-PA	vesicle-associated membrane protein 2-like	P	GO:0016081	synaptic vesicle docking involved in exocytosis
HMEL013593-PA	vesicle-associated membrane protein 2-like	C	GO:0048786	presynaptic active zone
HMEL013593-PA	vesicle-associated membrane protein 2-like	C	GO:0005886	plasma membrane
HMEL013594-PA	activating signal cointegrator 1 complex subunit 3	P	GO:0000398	mRNA splicing, via spliceosome
HMEL013594-PA	activating signal cointegrator 1 complex subunit 3	C	GO:0005682	U5 snRNP
HMEL013594-PA	activating signal cointegrator 1 complex subunit 3	F	GO:0003724	RNA helicase activity
HMEL013594-PA	activating signal cointegrator 1 complex subunit 3	F	GO:0005524	ATP binding
HMEL013594-PA	activating signal cointegrator 1 complex subunit 3	F	GO:0003676	nucleic acid binding
HMEL013594-PA	activating signal cointegrator 1 complex subunit 3	F	GO:0008026	ATP-dependent helicase activity
HMEL013595-PA	alpha- -mannosyltransferase alg2-like	C	GO:0005811	lipid particle
HMEL013595-PA	alpha- -mannosyltransferase alg2-like	P	GO:0009058	biosynthetic process
HMEL013595-PA	alpha- -mannosyltransferase alg2-like	F	GO:0033164	glycolipid 6-alpha-mannosyltransferase activity
HMEL013595-PA	alpha- -mannosyltransferase alg2-like	F	GO:0004378	GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity
HMEL013595-PA	alpha- -mannosyltransferase alg2-like	C	GO:0000136	alpha-1,6-mannosyltransferase complex
HMEL013596-PA	fk506-binding protein 2	P	GO:0006457	protein folding
HMEL013596-PA	fk506-binding protein 2	P	GO:0000413	protein peptidyl-prolyl isomerization
HMEL013596-PA	fk506-binding protein 2	C	GO:0016020	membrane
HMEL013596-PA	fk506-binding protein 2	F	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
HMEL013596-PA	fk506-binding protein 2	F	GO:0005528	FK506 binding
HMEL013597-PA	transcription initiation factor tfiid subunit 12	F	GO:0003743	translation initiation factor activity
HMEL013597-PA	transcription initiation factor tfiid subunit 12	C	GO:0000124	SAGA complex
HMEL013597-PA	transcription initiation factor tfiid subunit 12	P	GO:0022008	neurogenesis
HMEL013597-PA	transcription initiation factor tfiid subunit 12	F	GO:0001075	RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity involved in preinitiation complex assembly
HMEL013597-PA	transcription initiation factor tfiid subunit 12	F	GO:0001129	TBP-class protein binding RNA polymerase II transcription factor activity involved in preinitiation complex assembly
HMEL013597-PA	transcription initiation factor tfiid subunit 12	F	GO:0008134	transcription factor binding
HMEL013597-PA	transcription initiation factor tfiid subunit 12	F	GO:0046982	protein heterodimerization activity
HMEL013597-PA	transcription initiation factor tfiid subunit 12	P	GO:0006352	DNA-dependent transcription, initiation
HMEL013597-PA	transcription initiation factor tfiid subunit 12	F	GO:0042803	protein homodimerization activity
HMEL013597-PA	transcription initiation factor tfiid subunit 12	C	GO:0005669	transcription factor TFIID complex
HMEL013597-PA	transcription initiation factor tfiid subunit 12	C	GO:0005840	ribosome
HMEL013597-PA	transcription initiation factor tfiid subunit 12	P	GO:0006446	regulation of translational initiation
HMEL013601-PA	39s ribosomal protein mitochondrial-like	C	GO:0005840	ribosome
HMEL013601-PA	39s ribosomal protein mitochondrial-like	C	GO:0043231	intracellular membrane-bounded organelle
HMEL013601-PA	39s ribosomal protein mitochondrial-like	F	GO:0003735	structural constituent of ribosome
HMEL013601-PA	39s ribosomal protein mitochondrial-like	P	GO:0006412	translation
HMEL013601-PA	39s ribosomal protein mitochondrial-like	P	GO:0042254	ribosome biogenesis
HMEL013606-PA	isoform a	C	GO:0043234	protein complex
HMEL013606-PA	isoform a	C	GO:0015630	microtubule cytoskeleton
HMEL013606-PA	isoform a	P	GO:0051640	organelle localization
HMEL013606-PA	isoform a	C	GO:0016021	integral to membrane
HMEL013606-PA	isoform a	P	GO:0001745	compound eye morphogenesis
HMEL013606-PA	isoform a	P	GO:0035239	tube morphogenesis
HMEL013606-PA	isoform a	P	GO:0044765	single-organism transport
HMEL013606-PA	isoform a	P	GO:0007018	microtubule-based movement
HMEL013606-PA	isoform a	F	GO:0003779	actin binding
HMEL013606-PA	isoform a	C	GO:0044444	cytoplasmic part
HMEL013606-PA	isoform a	P	GO:0040011	locomotion
HMEL013606-PA	isoform a	C	GO:0044430	cytoskeletal part
HMEL013606-PA	isoform a	P	GO:0051649	establishment of localization in cell
HMEL013607-PA	isoform c	P	GO:0007097	nuclear migration
HMEL013607-PA	isoform c	P	GO:0031887	lipid particle transport along microtubule
HMEL013607-PA	isoform c	P	GO:0042051	compound eye photoreceptor development
HMEL013607-PA	isoform c	P	GO:0016044	membrane organization
HMEL013607-PA	isoform c	P	GO:0006869	lipid transport
HMEL013607-PA	isoform c	P	GO:0060361	flight
HMEL013607-PA	isoform c	C	GO:0005881	cytoplasmic microtubule
HMEL013607-PA	isoform c	P	GO:0007523	larval visceral muscle development
HMEL013607-PA	isoform c	P	GO:0035149	lumen formation, open tracheal system
HMEL013607-PA	isoform c	C	GO:0048471	perinuclear region of cytoplasm
HMEL013607-PA	isoform c	C	GO:0005635	nuclear envelope
HMEL013607-PA	isoform c	C	GO:0005811	lipid particle
HMEL013607-PA	isoform c	F	GO:0003779	actin binding
HMEL013607-PA	isoform c	C	GO:0016021	integral to membrane
HMEL013609-PA	serine arginine-rich splicing factor 5-like	F	GO:0003676	nucleic acid binding
HMEL013609-PA	serine arginine-rich splicing factor 5-like	F	GO:0000166	nucleotide binding
HMEL013609-PB	splicing factor arginine serine-rich 6	F	GO:0003676	nucleic acid binding
HMEL013609-PB	splicing factor arginine serine-rich 6	C	GO:0071011	precatalytic spliceosome
HMEL013609-PB	splicing factor arginine serine-rich 6	P	GO:0001745	compound eye morphogenesis
HMEL013609-PB	splicing factor arginine serine-rich 6	C	GO:0005700	polytene chromosome
HMEL013609-PB	splicing factor arginine serine-rich 6	P	GO:0000381	regulation of alternative mRNA splicing, via spliceosome
HMEL013609-PB	splicing factor arginine serine-rich 6	F	GO:0005515	protein binding
HMEL013609-PB	splicing factor arginine serine-rich 6	P	GO:0007067	mitosis
HMEL013609-PB	splicing factor arginine serine-rich 6	C	GO:0071013	catalytic step 2 spliceosome
HMEL013609-PB	splicing factor arginine serine-rich 6	C	GO:0035062	omega speckle
HMEL013609-PB	splicing factor arginine serine-rich 6	C	GO:0035327	transcriptionally active chromatin
HMEL013609-PB	splicing factor arginine serine-rich 6	F	GO:0000166	nucleotide binding
HMEL013610-PB	delta protein	C	GO:0016021	integral to membrane
HMEL013610-PB	delta protein	P	GO:0007275	multicellular organismal development
HMEL013610-PB	delta protein	P	GO:0007219	Notch signaling pathway
HMEL013610-PB	delta protein	F	GO:0005509	calcium ion binding
HMEL013610-PB	delta protein	F	GO:0005515	protein binding
HMEL010416-PA	protein phosphatase-7	P	GO:0006470	protein dephosphorylation
HMEL010416-PA	protein phosphatase-7	F	GO:0005516	calmodulin binding
HMEL010416-PA	protein phosphatase-7	F	GO:0005509	calcium ion binding
HMEL010416-PA	protein phosphatase-7	P	GO:0043052	thermotaxis
HMEL010416-PA	protein phosphatase-7	P	GO:0016059	deactivation of rhodopsin mediated signaling
HMEL010416-PA	protein phosphatase-7	F	GO:0004721	phosphoprotein phosphatase activity
HMEL010416-PA	protein phosphatase-7	P	GO:0019722	calcium-mediated signaling
HMEL010416-PA	protein phosphatase-7	P	GO:0044707	single-multicellular organism process
HMEL010417-PA	paired box protein pax-6-like	P	GO:0007469	antennal development
HMEL010417-PA	paired box protein pax-6-like	P	GO:0007477	notum development
HMEL010417-PA	paired box protein pax-6-like	P	GO:0007435	salivary gland morphogenesis
HMEL010417-PA	paired box protein pax-6-like	P	GO:0001745	compound eye morphogenesis
HMEL010417-PA	paired box protein pax-6-like	P	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
HMEL010417-PA	paired box protein pax-6-like	F	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding
HMEL010417-PA	paired box protein pax-6-like	F	GO:0003700	sequence-specific DNA binding transcription factor activity
HMEL010417-PA	paired box protein pax-6-like	C	GO:0005634	nucleus
HMEL010417-PA	paired box protein pax-6-like	C	GO:0005667	transcription factor complex
HMEL010417-PA	paired box protein pax-6-like	P	GO:0045449	regulation of transcription, DNA-dependent
HMEL014714-PA	u8-agatoxin-ao1a-like isoform 2	C	GO:0005576	extracellular region
HMEL014714-PA	u8-agatoxin-ao1a-like isoform 2	F	GO:0008200	ion channel inhibitor activity
HMEL014714-PA	u8-agatoxin-ao1a-like isoform 2	P	GO:0009405	pathogenesis
HMEL014714-PA	u8-agatoxin-ao1a-like isoform 2	P	GO:0006810	transport
